"term","name"
"GO:0030466","silent mating-type cassette heterochromatin formation"
"GO:0030473","nuclear migration along microtubule"
"GO:0030474","spindle pole body duplication"
"GO:0030476","ascospore wall assembly"
"GO:0030488","tRNA methylation"
"GO:0030490","maturation of SSU-rRNA"
"GO:0030491","heteroduplex formation"
"GO:0030497","fatty acid elongation"
"GO:0030541","plasmid partitioning"
"GO:0030543","2-micrometer plasmid partitioning"
"GO:0030643","intracellular phosphate ion homeostasis"
"GO:0030705","cytoskeleton-dependent intracellular transport"
"GO:0030833","regulation of actin filament polymerization"
"GO:0030836","positive regulation of actin filament depolymerization"
"GO:0030837","negative regulation of actin filament polymerization"
"GO:0030846","termination of RNA polymerase II transcription, poly(A)-coupled"
"GO:0030847","termination of RNA polymerase II transcription, exosome-dependent"
"GO:0030865","cortical cytoskeleton organization"
"GO:0030866","cortical actin cytoskeleton organization"
"GO:0030908","protein splicing"
"GO:0030950","establishment or maintenance of actin cytoskeleton polarity"
"GO:0030951","establishment or maintenance of microtubule cytoskeleton polarity"
"GO:0030952","establishment or maintenance of cytoskeleton polarity"
"GO:0030953","astral microtubule organization"
"GO:0030968","endoplasmic reticulum unfolded protein response"
"GO:0030970","retrograde protein transport, ER to cytosol"
"GO:0030974","thiamine pyrophosphate transmembrane transport"
"GO:0031028","septation initiation signaling"
"GO:0031030","negative regulation of septation initiation signaling"
"GO:0031032","actomyosin structure organization"
"GO:0031047","regulatory ncRNA-mediated gene silencing"
"GO:0031053","primary miRNA processing"
"GO:0031086","nuclear-transcribed mRNA catabolic process, deadenylation-independent decay"
"GO:0031087","deadenylation-independent decapping of nuclear-transcribed mRNA"
"GO:0031106","septin ring organization"
"GO:0031107","septin ring disassembly"
"GO:0031108","holo-[acyl-carrier-protein] biosynthetic process"
"GO:0031110","regulation of microtubule polymerization or depolymerization"
"GO:0031115","negative regulation of microtubule polymerization"
"GO:0031116","positive regulation of microtubule polymerization"
"GO:0031118","rRNA pseudouridine synthesis"
"GO:0031119","tRNA pseudouridine synthesis"
"GO:0031120","snRNA pseudouridine synthesis"
"GO:0031122","cytoplasmic microtubule organization"
"GO:0031123","RNA 3'-end processing"
"GO:0031124","mRNA 3'-end processing"
"GO:0031125","rRNA 3'-end processing"
"GO:0031126","sno(s)RNA 3'-end processing"
"GO:0031134","sister chromatid biorientation"
"GO:0031137","regulation of conjugation with cellular fusion"
"GO:0031138","negative regulation of conjugation with cellular fusion"
"GO:0031144","proteasome localization"
"GO:0031145","anaphase-promoting complex-dependent catabolic process"
"GO:0031146","SCF-dependent proteasomal ubiquitin-dependent protein catabolic process"
"GO:0031167","rRNA methylation"
"GO:0031204","post-translational protein targeting to membrane, translocation"
"GO:0031297","replication fork processing"
"GO:0031321","ascospore-type prospore assembly"
"GO:0031333","negative regulation of protein-containing complex assembly"
"GO:0031334","positive regulation of protein-containing complex assembly"
"GO:0031338","regulation of vesicle fusion"
"GO:0031340","positive regulation of vesicle fusion"
"GO:0031365","N-terminal protein amino acid modification"
"GO:0031388","organic acid phosphorylation"
"GO:0031397","negative regulation of protein ubiquitination"
"GO:0031398","positive regulation of protein ubiquitination"
"GO:0031440","regulation of mRNA 3'-end processing"
"GO:0031441","negative regulation of mRNA 3'-end processing"
"GO:0031442","positive regulation of mRNA 3'-end processing"
"GO:0031452","negative regulation of heterochromatin formation"
"GO:0031453","positive regulation of heterochromatin formation"
"GO:0031460","glycine betaine transport"
"GO:0031468","nuclear membrane reassembly"
"GO:0031494","regulation of mating type switching"
"GO:0031495","negative regulation of mating type switching"
"GO:0031496","positive regulation of mating type switching"
"GO:0031503","protein-containing complex localization"
"GO:0031505","fungal-type cell wall organization"
"GO:0031507","heterochromatin formation"
"GO:0031508","pericentric heterochromatin formation"
"GO:0031509","subtelomeric heterochromatin formation"
"GO:0031536","positive regulation of exit from mitosis"
"GO:0031564","transcription antitermination"
"GO:0031571","mitotic G1 DNA damage checkpoint signaling"
"GO:0031573","mitotic intra-S DNA damage checkpoint signaling"
"GO:0031578","mitotic spindle orientation checkpoint signaling"
"GO:0031582","replication fork arrest at rDNA repeats"
"GO:0031589","cell-substrate adhesion"
"GO:0031591","wybutosine biosynthetic process"
"GO:0031619","homologous chromosome orientation in meiotic metaphase I"
"GO:0031638","zymogen activation"
"GO:0031647","regulation of protein stability"
"GO:0031648","protein destabilization"
"GO:0031669","cellular response to nutrient levels"
"GO:0031670","cellular response to nutrient"
"GO:0031671","primary cell septum biogenesis"
"GO:0031848","protection from non-homologous end joining at telomere"
"GO:0031860","telomeric 3' overhang formation"
"GO:0031921","pyridoxal phosphate transport"
"GO:0031929","TOR signaling"
"GO:0031930","mitochondria-nucleus signaling pathway"
"GO:0031954","positive regulation of protein autophosphorylation"
"GO:0031990","mRNA export from nucleus in response to heat stress"
"GO:0031991","regulation of actomyosin contractile ring contraction"
"GO:0032000","positive regulation of fatty acid beta-oxidation"
"GO:0032006","regulation of TOR signaling"
"GO:0032007","negative regulation of TOR signaling"
"GO:0032008","positive regulation of TOR signaling"
"GO:0032012","regulation of ARF protein signal transduction"
"GO:0032014","positive regulation of ARF protein signal transduction"
"GO:0032042","mitochondrial DNA metabolic process"
"GO:0032043","mitochondrial DNA catabolic process"
"GO:0032048","cardiolipin metabolic process"
"GO:0032049","cardiolipin biosynthetic process"
"GO:0032055","negative regulation of translation in response to stress"
"GO:0032056","positive regulation of translation in response to stress"
"GO:0032057","negative regulation of translational initiation in response to stress"
"GO:0032065","maintenance of protein location in cell cortex"
"GO:0032079","positive regulation of endodeoxyribonuclease activity"
"GO:0032120","ascospore-type prospore membrane formation"
"GO:0032147","activation of protein kinase activity"
"GO:0032185","septin cytoskeleton organization"
"GO:0032186","cellular bud neck septin ring organization"
"GO:0032196","transposition"
"GO:0032197","retrotransposition"
"GO:0032200","telomere organization"
"GO:0032202","telomere assembly"
"GO:0032204","regulation of telomere maintenance"
"GO:0032205","negative regulation of telomere maintenance"
"GO:0032210","regulation of telomere maintenance via telomerase"
"GO:0032211","negative regulation of telomere maintenance via telomerase"
"GO:0032212","positive regulation of telomere maintenance via telomerase"
"GO:0032218","riboflavin transport"
"GO:0032220","plasma membrane fusion involved in cytogamy"
"GO:0032232","negative regulation of actin filament bundle assembly"
"GO:0032233","positive regulation of actin filament bundle assembly"
"GO:0032258","cytoplasm to vacuole targeting by the Cvt pathway"
"GO:0032259","methylation"
"GO:0032263","GMP salvage"
"GO:0032264","IMP salvage"
"GO:0032265","XMP salvage"
"GO:0032272","negative regulation of protein polymerization"
"GO:0032297","negative regulation of DNA-templated DNA replication initiation"
"GO:0032298","positive regulation of DNA-templated DNA replication initiation"
"GO:0032366","intracellular sterol transport"
"GO:0032377","regulation of intracellular lipid transport"
"GO:0032392","DNA geometric change"
"GO:0032434","regulation of proteasomal ubiquitin-dependent protein catabolic process"
"GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process"
"GO:0032436","positive regulation of proteasomal ubiquitin-dependent protein catabolic process"
"GO:0032443","regulation of ergosterol biosynthetic process"
"GO:0032446","protein modification by small protein conjugation"
"GO:0032447","protein urmylation"
"GO:0032456","endocytic recycling"
"GO:0032460","negative regulation of protein oligomerization"
"GO:0032461","positive regulation of protein oligomerization"
"GO:0032465","regulation of cytokinesis"
"GO:0032466","negative regulation of cytokinesis"
"GO:0032467","positive regulation of cytokinesis"
"GO:0032468","Golgi calcium ion homeostasis"
"GO:0032469","endoplasmic reticulum calcium ion homeostasis"
"GO:0032472","Golgi calcium ion transport"
"GO:0032488","Cdc42 protein signal transduction"
"GO:0032502","developmental process"
"GO:0032507","maintenance of protein location in cell"
"GO:0032509","endosome transport via multivesicular body sorting pathway"
"GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway"
"GO:0032527","protein exit from endoplasmic reticulum"
"GO:0032543","mitochondrial translation"
"GO:0032581","ER-dependent peroxisome organization"
"GO:0032596","protein transport into membrane raft"
"GO:0032780","negative regulation of ATP-dependent activity"
"GO:0032781","positive regulation of ATP-dependent activity"
"GO:0032784","regulation of DNA-templated transcription elongation"
"GO:0032786","positive regulation of DNA-templated transcription, elongation"
"GO:0032787","monocarboxylic acid metabolic process"
"GO:0032790","ribosome disassembly"
"GO:0032837","distributive segregation"
"GO:0032874","positive regulation of stress-activated MAPK cascade"
"GO:0032878","regulation of establishment or maintenance of cell polarity"
"GO:0032880","regulation of protein localization"
"GO:0032888","regulation of mitotic spindle elongation"
"GO:0032889","regulation of vacuole fusion, non-autophagic"
"GO:0032917","polyamine acetylation"
"GO:0032922","circadian regulation of gene expression"
"GO:0032938","negative regulation of translation in response to oxidative stress"
"GO:0032940","secretion by cell"
"GO:0032954","regulation of cytokinetic process"
"GO:0032955","regulation of division septum assembly"
"GO:0032956","regulation of actin cytoskeleton organization"
"GO:0032958","inositol phosphate biosynthetic process"
"GO:0032968","positive regulation of transcription elongation by RNA polymerase II"
"GO:0032973","amino acid export across plasma membrane"
"GO:0032974","amino acid transmembrane export from vacuole"
"GO:0032979","protein insertion into mitochondrial inner membrane from matrix"
"GO:0032984","protein-containing complex disassembly"
"GO:0032995","regulation of fungal-type cell wall biogenesis"
"GO:0033014","tetrapyrrole biosynthetic process"
"GO:0033047","regulation of mitotic sister chromatid segregation"
"GO:0033108","mitochondrial respiratory chain complex assembly"
"GO:0033120","positive regulation of RNA splicing"
"GO:0033194","response to hydroperoxide"
"GO:0033209","tumor necrosis factor-mediated signaling pathway"
"GO:0033212","iron import into cell"
"GO:0033214","siderophore-iron import into cell"
"GO:0033215","reductive iron assimilation"
"GO:0033235","positive regulation of protein sumoylation"
"GO:0033260","nuclear DNA replication"
"GO:0033262","regulation of nuclear cell cycle DNA replication"
"GO:0033314","mitotic DNA replication checkpoint signaling"
"GO:0033316","meiotic spindle assembly checkpoint signaling"
"GO:0033353","S-adenosylmethionine cycle"
"GO:0033363","secretory granule organization"
"GO:0033384","geranyl diphosphate biosynthetic process"
"GO:0033386","geranylgeranyl diphosphate biosynthetic process"
"GO:0033387","putrescine biosynthetic process from arginine, via ornithine"
"GO:0033494","ferulate metabolic process"
"GO:0033499","galactose catabolic process via UDP-galactose, Leloir pathway"
"GO:0033512","L-lysine catabolic process to acetyl-CoA via L-saccharopine"
"GO:0033539","fatty acid beta-oxidation using acyl-CoA dehydrogenase"
"GO:0033540","fatty acid beta-oxidation using acyl-CoA oxidase"
"GO:0033554","cellular response to stress"
"GO:0033567","DNA replication, Okazaki fragment processing"
"GO:0033611","oxalate catabolic process"
"GO:0033615","mitochondrial proton-transporting ATP synthase complex assembly"
"GO:0033617","mitochondrial respiratory chain complex IV assembly"
"GO:0033619","membrane protein proteolysis"
"GO:0033621","nuclear mRNA surveillance of meiosis-specific transcripts"
"GO:0033673","negative regulation of kinase activity"
"GO:0033674","positive regulation of kinase activity"
"GO:0033750","ribosome localization"
"GO:0033859","furaldehyde metabolic process"
"GO:0033962","P-body assembly"
"GO:0034058","endosomal vesicle fusion"
"GO:0034063","stress granule assembly"
"GO:0034067","protein localization to Golgi apparatus"
"GO:0034079","butanediol biosynthetic process"
"GO:0034080","CENP-A containing chromatin assembly"
"GO:0034085","establishment of sister chromatid cohesion"
"GO:0034087","establishment of mitotic sister chromatid cohesion"
"GO:0034088","maintenance of mitotic sister chromatid cohesion"
"GO:0034089","establishment of meiotic sister chromatid cohesion"
"GO:0034090","maintenance of meiotic sister chromatid cohesion"
"GO:0034096","positive regulation of maintenance of meiotic sister chromatid cohesion"
"GO:0034109","homotypic cell-cell adhesion"
"GO:0034183","negative regulation of maintenance of mitotic sister chromatid cohesion"
"GO:0034198","cellular response to amino acid starvation"
"GO:0034203","glycolipid translocation"
"GO:0034204","lipid translocation"
"GO:0034213","quinolinate catabolic process"
"GO:0034214","protein hexamerization"
"GO:0034219","carbohydrate transmembrane transport"
"GO:0034220","monoatomic ion transmembrane transport"
"GO:0034224","cellular response to zinc ion starvation"
"GO:0034227","tRNA thio-modification"
"GO:0034229","ethanolamine transport"
"GO:0034243","regulation of transcription elongation by RNA polymerase II"
"GO:0034244","negative regulation of transcription elongation by RNA polymerase II"
"GO:0034247","snoRNA splicing"
"GO:0034258","nicotinamide riboside transport"
"GO:0034276","kynurenic acid biosynthetic process"
"GO:0034314","Arp2/3 complex-mediated actin nucleation"
"GO:0034315","regulation of Arp2/3 complex-mediated actin nucleation"
"GO:0034316","negative regulation of Arp2/3 complex-mediated actin nucleation"
"GO:0034337","RNA folding"
"GO:0034354","'de novo' NAD+ biosynthetic process from L-tryptophan"
"GO:0034355","NAD+ biosynthetic process via the salvage pathway"
"GO:0034368","protein-lipid complex remodeling"
"GO:0034389","lipid droplet organization"
"GO:0034394","protein localization to cell surface"
"GO:0034398","telomere tethering at nuclear periphery"
"GO:0034403","alignment of 3' and 5' splice sites of mRNA"
"GO:0034453","microtubule anchoring"
"GO:0034462","small-subunit processome assembly"
"GO:0034463","90S preribosome assembly"
"GO:0034472","snRNA 3'-end processing"
"GO:0034473","U1 snRNA 3'-end processing"
"GO:0034475","U4 snRNA 3'-end processing"
"GO:0034476","U5 snRNA 3'-end processing"
"GO:0034477","U6 snRNA 3'-end processing"
"GO:0034478","phosphatidylglycerol catabolic process"
"GO:0034484","raffinose catabolic process"
"GO:0034486","vacuolar transmembrane transport"
"GO:0034488","basic amino acid transmembrane export from vacuole"
"GO:0034490","basic amino acid transmembrane import into vacuole"
"GO:0034496","multivesicular body membrane disassembly"
"GO:0034497","protein localization to phagophore assembly site"
"GO:0034498","early endosome to Golgi transport"
"GO:0034499","late endosome to Golgi transport"
"GO:0034501","protein localization to kinetochore"
"GO:0034502","protein localization to chromosome"
"GO:0034503","protein localization to nucleolar rDNA repeats"
"GO:0034504","protein localization to nucleus"
"GO:0034514","mitochondrial unfolded protein response"
"GO:0034517","ribophagy"
"GO:0034551","mitochondrial respiratory chain complex III assembly"
"GO:0034553","mitochondrial respiratory chain complex II assembly"
"GO:0034599","cellular response to oxidative stress"
"GO:0034605","cellular response to heat"
"GO:0034614","cellular response to reactive oxygen species"
"GO:0034620","cellular response to unfolded protein"
"GO:0034625","fatty acid elongation, monounsaturated fatty acid"
"GO:0034626","fatty acid elongation, polyunsaturated fatty acid"
"GO:0034638","phosphatidylcholine catabolic process"
"GO:0034642","mitochondrion migration along actin filament"
"GO:0034644","cellular response to UV"
"GO:0034654","nucleobase-containing compound biosynthetic process"
"GO:0034659","isopropylmalate transport"
"GO:0034727","piecemeal microautophagy of the nucleus"
"GO:0034728","nucleosome organization"
"GO:0034755","iron ion transmembrane transport"
"GO:0034756","regulation of iron ion transport"
"GO:0034758","positive regulation of iron ion transport"
"GO:0034775","glutathione transmembrane transport"
"GO:0034963","box C/D sno(s)RNA processing"
"GO:0034964","box H/ACA sno(s)RNA processing"
"GO:0034965","intronic box C/D snoRNA processing"
"GO:0034975","protein folding in endoplasmic reticulum"
"GO:0034976","response to endoplasmic reticulum stress"
"GO:0034982","mitochondrial protein processing"
"GO:0035023","regulation of Rho protein signal transduction"
"GO:0035024","negative regulation of Rho protein signal transduction"
"GO:0035025","positive regulation of Rho protein signal transduction"
"GO:0035269","protein O-linked glycosylation via mannose"
"GO:0035331","negative regulation of hippo signaling"
"GO:0035336","long-chain fatty-acyl-CoA metabolic process"
"GO:0035348","acetyl-CoA transmembrane transport"
"GO:0035350","FAD transmembrane transport"
"GO:0035351","heme transmembrane transport"
"GO:0035352","NAD transmembrane transport"
"GO:0035356","intracellular triglyceride homeostasis"
"GO:0035372","protein localization to microtubule"
"GO:0035376","sterol import"
"GO:0035433","acetate transmembrane transport"
"GO:0035434","copper ion transmembrane transport"
"GO:0035435","phosphate ion transmembrane transport"
"GO:0035442","dipeptide transmembrane transport"
"GO:0035445","borate transmembrane transport"
"GO:0035461","vitamin transmembrane transport"
"GO:0035493","SNARE complex assembly"
"GO:0035494","SNARE complex disassembly"
"GO:0035498","carnosine metabolic process"
"GO:0035519","protein K29-linked ubiquitination"
"GO:0035524","proline transmembrane transport"
"GO:0035542","regulation of SNARE complex assembly"
"GO:0035543","positive regulation of SNARE complex assembly"
"GO:0035544","negative regulation of SNARE complex assembly"
"GO:0035556","intracellular signal transduction"
"GO:0035601","protein deacylation"
"GO:0035617","stress granule disassembly"
"GO:0035621","ER to Golgi ceramide transport"
"GO:0035652","clathrin-coated vesicle cargo loading"
"GO:0035653","clathrin-coated vesicle cargo loading, AP-1-mediated"
"GO:0035672","oligopeptide transmembrane transport"
"GO:0035694","mitochondrial protein catabolic process"
"GO:0035719","tRNA import into nucleus"
"GO:0035725","sodium ion transmembrane transport"
"GO:0035753","maintenance of DNA trinucleotide repeats"
"GO:0035822","gene conversion"
"GO:0035825","homologous recombination"
"GO:0035863","dITP catabolic process"
"GO:0035879","plasma membrane lactate transport"
"GO:0035965","cardiolipin acyl-chain remodeling"
"GO:0035973","aggrephagy"
"GO:0035977","protein deglycosylation involved in glycoprotein catabolic process"
"GO:0035999","tetrahydrofolate interconversion"
"GO:0036001","'de novo' pyridoxal 5'-phosphate biosynthetic process"
"GO:0036010","protein localization to endosome"
"GO:0036088","D-serine catabolic process"
"GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process"
"GO:0036115","fatty-acyl-CoA catabolic process"
"GO:0036149","phosphatidylinositol acyl-chain remodeling"
"GO:0036150","phosphatidylserine acyl-chain remodeling"
"GO:0036151","phosphatidylcholine acyl-chain remodeling"
"GO:0036152","phosphatidylethanolamine acyl-chain remodeling"
"GO:0036205","histone catabolic process"
"GO:0036211","protein modification process"
"GO:0036228","protein localization to nuclear inner membrane"
"GO:0036258","multivesicular body assembly"
"GO:0036261","7-methylguanosine cap hypermethylation"
"GO:0036265","RNA (guanine-N7)-methylation"
"GO:0036267","invasive filamentous growth"
"GO:0036295","cellular response to increased oxygen levels"
"GO:0036297","interstrand cross-link repair"
"GO:0036376","sodium ion export across plasma membrane"
"GO:0036388","pre-replicative complex assembly"
"GO:0036498","IRE1-mediated unfolded protein response"
"GO:0036503","ERAD pathway"
"GO:0036508","protein alpha-1,2-demannosylation"
"GO:0038066","p38MAPK cascade"
"GO:0038202","TORC1 signaling"
"GO:0038203","TORC2 signaling"
"GO:0040001","establishment of mitotic spindle localization"
"GO:0040020","regulation of meiotic nuclear division"
"GO:0040029","epigenetic regulation of gene expression"
"GO:0040031","snRNA modification"
"GO:0042026","protein refolding"
"GO:0042038","peptidyl-histidine methylation, to form tele-methylhistidine"
"GO:0042128","nitrate assimilation"
"GO:0042138","meiotic DNA double-strand break formation"
"GO:0042144","vacuole fusion, non-autophagic"
"GO:0042147","retrograde transport, endosome to Golgi"
"GO:0042148","DNA strand invasion"
"GO:0042149","cellular response to glucose starvation"
"GO:0042150","plasmid recombination"
"GO:0042167","heme catabolic process"
"GO:0042173","regulation of sporulation resulting in formation of a cellular spore"
"GO:0042176","regulation of protein catabolic process"
"GO:0042180","ketone metabolic process"
"GO:0042181","ketone biosynthetic process"
"GO:0042183","formate catabolic process"
"GO:0042219","modified amino acid catabolic process"
"GO:0042254","ribosome biogenesis"
"GO:0042255","ribosome assembly"
"GO:0042256","cytosolic ribosome assembly"
"GO:0042262","DNA protection"
"GO:0042273","ribosomal large subunit biogenesis"
"GO:0042274","ribosomal small subunit biogenesis"
"GO:0042275","error-free postreplication DNA repair"
"GO:0042276","error-prone translesion synthesis"
"GO:0042278","purine nucleoside metabolic process"
"GO:0042304","regulation of fatty acid biosynthetic process"
"GO:0042306","regulation of protein import into nucleus"
"GO:0042307","positive regulation of protein import into nucleus"
"GO:0042308","negative regulation of protein import into nucleus"
"GO:0042326","negative regulation of phosphorylation"
"GO:0042327","positive regulation of phosphorylation"
"GO:0042391","regulation of membrane potential"
"GO:0042407","cristae formation"
"GO:0042450","L-arginine biosynthetic process via ornithine"
"GO:0042537","benzene-containing compound metabolic process"
"GO:0042538","hyperosmotic salinity response"
"GO:0042542","response to hydrogen peroxide"
"GO:0042546","cell wall biogenesis"
"GO:0042558","pteridine-containing compound metabolic process"
"GO:0042592","homeostatic process"
"GO:0042594","response to starvation"
"GO:0042631","cellular response to water deprivation"
"GO:0042723","thiamine-containing compound metabolic process"
"GO:0042726","flavin-containing compound metabolic process"
"GO:0042732","D-xylose metabolic process"
"GO:0042743","hydrogen peroxide metabolic process"
"GO:0042744","hydrogen peroxide catabolic process"
"GO:0042758","long-chain fatty acid catabolic process"
"GO:0042759","long-chain fatty acid biosynthetic process"
"GO:0042760","very long-chain fatty acid catabolic process"
"GO:0042761","very long-chain fatty acid biosynthetic process"
"GO:0042762","regulation of sulfur metabolic process"
"GO:0042770","signal transduction in response to DNA damage"
"GO:0042773","ATP synthesis coupled electron transport"
"GO:0042776","proton motive force-driven mitochondrial ATP synthesis"
"GO:0042780","tRNA 3'-end processing"
"GO:0042789","mRNA transcription by RNA polymerase II"
"GO:0042790","nucleolar large rRNA transcription by RNA polymerase I"
"GO:0042791","5S class rRNA transcription by RNA polymerase III"
"GO:0042796","snRNA transcription by RNA polymerase III"
"GO:0042797","tRNA transcription by RNA polymerase III"
"GO:0042816","vitamin B6 metabolic process"
"GO:0042819","vitamin B6 biosynthetic process"
"GO:0042820","vitamin B6 catabolic process"
"GO:0042823","pyridoxal phosphate biosynthetic process"
"GO:0042843","D-xylose catabolic process"
"GO:0042853","L-alanine catabolic process"
"GO:0042883","cysteine transport"
"GO:0042908","xenobiotic transport"
"GO:0042938","dipeptide transport"
"GO:0042939","tripeptide transport"
"GO:0042981","regulation of apoptotic process"
"GO:0042998","positive regulation of Golgi to plasma membrane protein transport"
"GO:0043001","Golgi to plasma membrane protein transport"
"GO:0043007","maintenance of rDNA"
"GO:0043039","tRNA aminoacylation"
"GO:0043043","peptide biosynthetic process"
"GO:0043048","dolichyl monophosphate biosynthetic process"
"GO:0043065","positive regulation of apoptotic process"
"GO:0043066","negative regulation of apoptotic process"
"GO:0043068","positive regulation of programmed cell death"
"GO:0043069","negative regulation of programmed cell death"
"GO:0043085","positive regulation of catalytic activity"
"GO:0043101","purine-containing compound salvage"
"GO:0043103","hypoxanthine salvage"
"GO:0043111","replication fork arrest"
"GO:0043137","DNA replication, removal of RNA primer"
"GO:0043144","sno(s)RNA processing"
"GO:0043153","entrainment of circadian clock by photoperiod"
"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process"
"GO:0043162","ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway"
"GO:0043171","peptide catabolic process"
"GO:0043200","response to amino acid"
"GO:0043247","telomere maintenance in response to DNA damage"
"GO:0043248","proteasome assembly"
"GO:0043254","regulation of protein-containing complex assembly"
"GO:0043328","protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway"
"GO:0043335","protein unfolding"
"GO:0043387","mycotoxin catabolic process"
"GO:0043408","regulation of MAPK cascade"
"GO:0043409","negative regulation of MAPK cascade"
"GO:0043410","positive regulation of MAPK cascade"
"GO:0043418","L-homocysteine catabolic process"
"GO:0043419","urea catabolic process"
"GO:0043420","anthranilate metabolic process"
"GO:0043457","regulation of cellular respiration"
"GO:0043461","proton-transporting ATP synthase complex assembly"
"GO:0043484","regulation of RNA splicing"
"GO:0043487","regulation of RNA stability"
"GO:0043488","regulation of mRNA stability"
"GO:0043490","malate-aspartate shuttle"
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction"
"GO:0043504","mitochondrial DNA repair"
"GO:0043547","positive regulation of GTPase activity"
"GO:0043555","regulation of translation in response to stress"
"GO:0043558","regulation of translational initiation in response to stress"
"GO:0043570","maintenance of DNA repeat elements"
"GO:0043577","chemotropism"
"GO:0043628","regulatory ncRNA 3'-end processing"
"GO:0043633","polyadenylation-dependent RNA catabolic process"
"GO:0043634","polyadenylation-dependent ncRNA catabolic process"
"GO:0043687","post-translational protein modification"
"GO:0043709","cell adhesion involved in single-species biofilm formation"
"GO:0043933","protein-containing complex organization"
"GO:0043934","sporulation"
"GO:0043935","sexual sporulation resulting in formation of a cellular spore"
"GO:0043937","regulation of sporulation"
"GO:0043942","negative regulation of sexual sporulation resulting in formation of a cellular spore"
"GO:0044042","glucan metabolic process"
"GO:0044088","regulation of vacuole organization"
"GO:0044090","positive regulation of vacuole organization"
"GO:0044182","filamentous growth of a population of unicellular organisms"
"GO:0044205","'de novo' UMP biosynthetic process"
"GO:0044206","UMP salvage"
"GO:0044208","'de novo' AMP biosynthetic process"
"GO:0044209","AMP salvage"
"GO:0044210","'de novo' CTP biosynthetic process"
"GO:0044211","CTP salvage"
"GO:0044272","sulfur compound biosynthetic process"
"GO:0044273","sulfur compound catabolic process"
"GO:0044281","small molecule metabolic process"
"GO:0044283","small molecule biosynthetic process"
"GO:0044375","regulation of peroxisome size"
"GO:0044379","protein localization to actin cortical patch"
"GO:0044395","protein targeting to vacuolar membrane"
"GO:0044396","actin cortical patch organization"
"GO:0044539","long-chain fatty acid import into cell"
"GO:0044571","[2Fe-2S] cluster assembly"
"GO:0044572","[4Fe-4S] cluster assembly"
"GO:0044721","protein import into peroxisome matrix, substrate release"
"GO:0044772","mitotic cell cycle phase transition"
"GO:0044773","mitotic DNA damage checkpoint signaling"
"GO:0044774","mitotic DNA integrity checkpoint signaling"
"GO:0044778","meiotic DNA integrity checkpoint signaling"
"GO:0044779","meiotic spindle checkpoint signaling"
"GO:0044804","nucleophagy"
"GO:0044818","mitotic G2/M transition checkpoint"
"GO:0044821","meiotic telomere tethering at nuclear periphery"
"GO:0044843","cell cycle G1/S phase transition"
"GO:0044860","protein localization to plasma membrane raft"
"GO:0044879","mitotic morphogenesis checkpoint signaling"
"GO:0045002","double-strand break repair via single-strand annealing"
"GO:0045003","double-strand break repair via synthesis-dependent strand annealing"
"GO:0045004","DNA replication proofreading"
"GO:0045005","DNA-templated DNA replication maintenance of fidelity"
"GO:0045010","actin nucleation"
"GO:0045013","carbon catabolite repression of transcription"
"GO:0045016","mitochondrial magnesium ion transmembrane transport"
"GO:0045019","negative regulation of nitric oxide biosynthetic process"
"GO:0045022","early endosome to late endosome transport"
"GO:0045033","peroxisome inheritance"
"GO:0045039","protein insertion into mitochondrial inner membrane"
"GO:0045040","protein insertion into mitochondrial outer membrane"
"GO:0045041","protein import into mitochondrial intermembrane space"
"GO:0045046","protein import into peroxisome membrane"
"GO:0045047","protein targeting to ER"
"GO:0045048","protein insertion into ER membrane"
"GO:0045050","protein insertion into ER membrane by stop-transfer membrane-anchor sequence"
"GO:0045053","protein retention in Golgi apparatus"
"GO:0045104","intermediate filament cytoskeleton organization"
"GO:0045116","protein neddylation"
"GO:0045117","azole transmembrane transport"
"GO:0045128","negative regulation of reciprocal meiotic recombination"
"GO:0045132","meiotic chromosome segregation"
"GO:0045141","meiotic telomere clustering"
"GO:0045143","homologous chromosome segregation"
"GO:0045144","meiotic sister chromatid segregation"
"GO:0045149","acetoin metabolic process"
"GO:0045184","establishment of protein localization"
"GO:0045185","maintenance of protein location"
"GO:0045292","mRNA cis splicing, via spliceosome"
"GO:0045324","late endosome to vacuole transport"
"GO:0045329","carnitine biosynthetic process"
"GO:0045332","phospholipid translocation"
"GO:0045333","cellular respiration"
"GO:0045337","farnesyl diphosphate biosynthetic process"
"GO:0045338","farnesyl diphosphate metabolic process"
"GO:0045429","positive regulation of nitric oxide biosynthetic process"
"GO:0045454","cell redox homeostasis"
"GO:0045471","response to ethanol"
"GO:0045490","pectin catabolic process"
"GO:0045717","negative regulation of fatty acid biosynthetic process"
"GO:0045719","negative regulation of glycogen biosynthetic process"
"GO:0045721","negative regulation of gluconeogenesis"
"GO:0045722","positive regulation of gluconeogenesis"
"GO:0045723","positive regulation of fatty acid biosynthetic process"
"GO:0045727","positive regulation of translation"
"GO:0045732","positive regulation of protein catabolic process"
"GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity"
