# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "10" "-F" "GTF" "-t" "exon" "-g" "gene_id" "-p" "-B" "-C" "-s" "2" "-a" "/mnt/d/GIS/yeast_metabolomics_2017/ref/downloads/sacCer3.gtf" "-o" "/mnt/d/GIS/yeast_metabolomics_2017/counts/gene_counts.txt" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE1.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE2.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE3.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT1.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT2.sorted.bam" "/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE1.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE2.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/AE3.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT1.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT2.sorted.bam	/mnt/d/GIS/yeast_metabolomics_2017/alignments/RT3.sorted.bam
gene:YGR270C-A	VII	1027382	1027600	-	219	0	2	0	1	2	0
gene:YGR271W	VII	1031791	1037694	+	5904	10669	6106	6853	6980	5826	7873
gene:YGR271C-A	VII	1037800	1038501	-	702	2367	662	136	1795	1983	2211
gene:YGR273C	VII	1038715	1039239	-	525	3080	2315	567	624	599	341
gene:YGR274C	VII	1039895	1043095	-	3201	5876	3262	2988	3684	3320	3779
gene:YGR275W	VII	1043276	1043749	+	474	778	624	239	532	572	587
gene:YGR276C	VII	1043819	1045480	-	1662	5620	2773	2216	3255	2847	3496
gene:YGR277C	VII	1045644	1046561	-	918	1509	1348	1061	1424	1567	1578
gene:YGR278W	VII	1046731	1048464	+	1734	2468	1245	948	1778	1660	2091
gene:YGR279C	VII	1048798	1049958	-	1161	11921	11505	20504	24669	23984	31735
gene:YGR280C	VII	1050910	1051725	-	816	352	207	214	332	305	339
gene:YGR281W	VII	1052824	1057257	+	4434	16094	10309	13010	12944	11082	16401
gene:YGR282C	VII	1057783	1058724	-	942	16827	18056	18752	30670	35637	35547
gene:YGR283C	VII	1059015	1060040	-	1026	1262	508	385	1760	1759	1984
gene:YGR284C	VII	1060658	1061590	-	933	4347	6929	6308	2581	2910	3186
gene:YGR285C	VII	1061852	1063153	-	1302	10572	3699	3962	16329	17992	16395
gene:YGR286C	VII	1063813	1064940	-	1128	22869	16122	16924	26523	24539	27786
gene:YGR287C	VII	1067222	1068991	-	1770	17403	18149	16277	13943	15779	15259
gene:YGR288W	VII	1070293	1071714	+	1422	983	927	900	1286	1103	1266
gene:YGR289C	VII	1073963	1075813	-	1851	930	777	1042	1061	1059	1308
gene:YGR290W	VII	1075482	1075925	+	444	25	11	13	18	15	8
gene:YGR291C	VII	1076283	1076504	-	222	0	2	0	1	2	1
gene:YGR292W	VII	1076599	1078353	+	1755	13920	14836	15531	16880	17570	17445
gene:YGR293C	VII	1079885	1080346	-	462	1	2	0	0	0	0
gene:YGR294W	VII	1080306	1080668	+	363	96	85	38	45	37	37
gene:YGR295C	VII	1081584	1082729	-	1146	1316	1609	1608	746	862	886
gene:YGR296W	VII;VII	1084864;1085031	1084882;1090591	+;+	5580	106	71	253	82	70	71
gene:YGR296C-A	VII	1088870	1089445	-	576	1	0	2	0	0	1
gene:YGR296C-B	VII	1089746	1090228	-	483	2	1	0	0	2	0
gene:YHL050C	VIII;VIII	445;2671	1897;3311	-;-	2094	863	691	1125	784	629	696
gene:YHL050W-A	VIII	811	1293	+	483	53	43	38	28	25	29
gene:YHL049C	VIII	3726	4541	-	816	178	154	292	198	127	196
gene:YHL048C-A	VIII	5663	5797	-	135	3	0	0	0	0	2
gene:YHL048W	VIII	6401	7546	+	1146	886	1238	931	665	636	636
gene:YHL047C	VIII	8351	10213	-	1863	1782	1405	1319	2392	2598	2689
gene:YHL046W-A	VIII	9981	10307	+	327	28	28	10	5	1	7
gene:YHL046C	VIII	11923	12285	-	363	28	29	27	34	41	49
gene:YHL045W	VIII	12502	12849	+	348	0	1	1	2	6	0
gene:YHL044W	VIII	13565	14272	+	708	168	322	225	89	85	99
gene:YHL043W	VIII	14901	15413	+	513	80	79	63	82	44	68
gene:YHL042W	VIII	15667	16119	+	453	282	286	172	166	132	169
gene:YHL041W	VIII	17392	17841	+	450	28	49	52	73	61	64
gene:YHL040C	VIII	19088	20971	-	1884	3054	2312	3197	5243	5203	6056
gene:YHL039W	VIII	21783	23540	+	1758	3855	2160	2063	5570	5434	5926
gene:YHL038C	VIII	23617	25509	-	1893	1558	1101	893	840	821	956
gene:YHL037C	VIII	25778	26179	-	402	18	7	4	10	6	11
gene:YHL036W	VIII	26241	27881	+	1641	3487	4358	4955	7042	7497	7130
gene:YHL035C	VIII	27978	32756	-	4779	4587	3404	3898	3028	2611	3992
gene:YHL034W-A	VIII	33176	33637	+	462	7	8	3	2	0	2
gene:YHL034C	VIII	33193	34077	-	885	11723	9256	8646	7056	6213	8325
gene:YHL033C	VIII	35255	36025	-	771	9725	5907	8259	18455	22660	18521
gene:YHL032C	VIII	36379	38508	-	2130	23912	26715	28327	23239	25607	25897
gene:YHL031C	VIII	38815	39486	-	672	2389	2067	1368	1989	2430	1875
gene:YHL030W-A	VIII	39074	39535	+	462	20	61	55	36	70	66
gene:YHL030W	VIII	40084	45690	+	5607	20071	14644	16394	8265	6928	9335
gene:YHL029C	VIII	45929	47968	-	2040	5566	2991	3254	5596	4522	6003
gene:YHL028W	VIII	48763	50580	+	1818	3252	2254	2162	1120	870	1084
gene:YHL027W	VIII	51111	52988	+	1878	10953	8186	6935	12281	10374	12604
gene:YHL026C	VIII	53219	54166	-	948	861	842	587	751	730	782
gene:YHL025W	VIII	54851	55849	+	999	1373	1007	1194	1428	1219	1366
gene:YHL024W	VIII	56649	58790	+	2142	31717	26684	19879	11271	10582	11347
gene:YHL023C	VIII	59123	62563	-	3441	5179	2556	2391	3109	2479	3679
gene:tH(GUG)H	VIII	62755	62826	+	72	0	0	0	1	0	0
gene:YHL022C	VIII	62961	64157	-	1197	2077	1747	691	254	209	237
gene:YHL021C	VIII	64462	65859	-	1398	5413	8514	9978	4184	4478	4348
gene:YHL020C	VIII	66242	67456	-	1215	9881	6914	5836	8426	9096	9114
gene:YHL019W-A	VIII	67711	68304	+	594	0	2	4	4	4	6
gene:YHL019C	VIII	67731	69548	-	1818	1527	1094	1021	905	777	977
gene:YHL018W	VIII	69708	70070	+	363	183	165	164	230	190	249
gene:YHL017W	VIII	70276	71874	+	1599	3657	3218	2480	3200	2993	3336
gene:YHL016C	VIII	72037	74244	-	2208	1222	556	832	4949	4700	4503
gene:YHL015W-A	VIII	74699	74782	+	84	9	3	6	2	3	3
gene:YHL015W	VIII	75412	75777	+	366	10300	5495	3227	15722	22926	14230
gene:YHL014C	VIII	76097	77314	-	1218	669	469	293	415	375	527
gene:YHL013C	VIII	77430	78353	-	924	1403	702	373	675	740	856
gene:YHL012W	VIII	78936	80417	+	1482	2667	1536	759	496	426	329
gene:YHL011C	VIII	80654	81616	-	963	7087	3092	3114	12465	11939	12750
gene:YHL010C	VIII	81964	83721	-	1758	4796	3865	3014	2025	1642	2143
gene:YHL009C	VIII	84068	85060	-	993	1396	990	655	1383	1160	1411
gene:tV(AAC)H	VIII	85298	85371	-	74	2	2	0	3	3	1
gene:YHL008C	VIII	92627	94510	-	1884	609	526	441	462	484	734
gene:YHL007C	VIII	95118	97937	-	2820	7745	3237	3736	6863	6253	8337
gene:YHL006W-A	VIII	97732	98085	+	354	24	40	18	22	14	22
gene:YHL006C	VIII	98343	98795	-	453	170	180	152	154	149	123
gene:YHL005C	VIII	98828	99220	-	393	7	6	1	5	5	4
gene:YHL004W	VIII	99219	100403	+	1185	1842	1423	1505	2372	2437	2864
gene:YHL003C	VIII	100648	101883	-	1236	3223	2516	1933	2322	2216	2743
gene:YHL002C-A	VIII	102587	103075	-	489	3	0	0	5	2	13
gene:YHL002W	VIII	102612	103970	+	1359	4251	3065	2390	2530	2420	3117
gene:YHL001W	VIII;VIII	104277;104804	104405;105091	+;+	417	1668	1445	1185	2675	3702	2819
gene:YHR001W	VIII	106055	107368	+	1314	3507	3135	2506	2326	2440	2804
gene:YHR001W-A	VIII;VIII	107826;107895	107831;108122	+;+	234	1803	3965	2237	3147	4611	3056
gene:YHR002W	VIII	108812	109885	+	1074	1256	1150	856	1197	1203	1363
gene:YHR003C	VIII	110028	111317	-	1290	2756	1443	1000	3212	3365	3674
gene:YHR004C	VIII	111754	113094	-	1341	3969	3266	2367	2348	2429	3122
gene:YHR005C	VIII	113499	114917	-	1419	759	475	320	314	309	421
gene:YHR005C-A	VIII	115620	115901	-	282	932	1247	453	1417	1715	1362
gene:tT(AGU)H	VIII	116107	116179	-	73	1	0	5	0	2	0
gene:YHR006W	VIII	117814	119439	+	1626	8090	4445	3681	6427	5835	7053
gene:YHR007C	VIII	120091	121683	-	1593	56363	30287	32234	54562	49097	73284
gene:YHR007C-A	VIII	122550	122765	-	216	564	816	739	358	522	510
gene:YHR008C	VIII	122889	123590	-	702	9885	15097	15900	6885	9114	8767
gene:YHR009C	VIII	124109	125680	-	1572	11217	9442	8095	8791	8215	9348
gene:YHR010W	VIII;VIII	126521;127113	126551;127492	+;+	411	6349	4081	2004	9819	17028	10183
gene:YHR011W	VIII	127780	129120	+	1341	1147	847	678	643	625	901
gene:YHR012W	VIII;VIII	129481;129648	129528;130448	+;+	849	1783	1058	732	1383	1159	1377
gene:YHR013C	VIII	130730	131446	-	717	1903	1207	819	1812	2097	2192
gene:YHR014W	VIII	132047	132922	+	876	1949	1860	559	158	160	163
gene:tS(AGA)H	VIII	133026	133107	-	82	0	0	1	0	0	1
gene:tQ(UUG)H	VIII	134321	134392	+	72	7	6	4	5	6	9
gene:YHR015W	VIII	134554	136533	+	1980	16602	7607	3603	2729	2305	1844
gene:YHR016C	VIII;VIII	136881;138409	138240;138455	-;-	1407	2701	3374	3098	2272	2510	2680
gene:YHR017W	VIII	138694	139851	+	1158	2234	2598	1412	1547	1607	1684
gene:YHR018C	VIII	140011	141402	-	1392	6465	3927	5322	19244	18471	17204
gene:YHR019C	VIII	141894	143558	-	1665	9328	5045	7083	19814	18570	20293
gene:YHR020W	VIII	143996	146062	+	2067	9906	4178	4618	15794	16464	16290
gene:tA(AGC)H	VIII	146242	146314	-	73	2	2	0	0	1	0
gene:YHR021C	VIII;VIII	147871;148667	148116;148669	-;-	249	1683	2155	1286	5493	8661	4261
gene:YHR021W-A	VIII	149225	149680	+	456	3	10	0	5	5	4
gene:YHR022C	VIII	149575	150345	-	771	564	352	241	381	357	425
gene:YHR022C-A	VIII	151217	151306	-	90	7	7	2	5	11	6
gene:YHR023W	VIII	151666	157452	+	5787	7391	3257	2896	4012	3330	4953
gene:YHR024C	VIII	157744	159192	-	1449	1524	1141	1370	2452	2425	2893
gene:YHR025W	VIII	159438	160511	+	1074	3103	2415	3064	10836	10411	9668
gene:YHR026W	VIII	160844	161485	+	642	898	2463	2314	3386	4059	3152
gene:YHR027C	VIII	161730	164711	-	2982	25235	16734	17152	15767	13253	16500
gene:YHR028C	VIII	164978	167434	-	2457	14325	9176	10850	9310	7931	10369
gene:YHR028W-A	VIII	167352	167672	+	321	3	5	1	4	4	0
gene:YHR029C	VIII	167677	168561	-	885	1142	981	1073	1540	1589	1532
gene:YHR030C	VIII	168890	170344	-	1455	5810	3107	2648	5360	5062	5865
gene:YHR031C	VIII	170799	172970	-	2172	4544	2281	2113	3313	2994	4027
gene:YHR032W	VIII	173344	175089	+	1746	4414	3506	4266	8665	7683	8711
gene:YHR032W-A	VIII	175195	175374	+	180	300	249	212	646	579	640
gene:YHR032C-A	VIII	175275	175394	-	120	1	1	0	2	3	3
gene:YHR033W	VIII	175548	176819	+	1272	10181	11248	8135	10610	8740	8964
gene:YHR034C	VIII	176965	177999	-	1035	769	681	537	688	702	799
gene:YHR035W	VIII	178219	180111	+	1893	1309	926	749	803	733	837
gene:YHR036W	VIII	180345	181760	+	1416	2092	1153	893	1688	1848	1972
gene:YHR037W	VIII	181977	183704	+	1728	11531	9565	7346	10855	12078	16597
gene:YHR038W	VIII	184066	184758	+	693	607	506	200	249	373	380
gene:YHR039C	VIII	184875	186809	-	1935	4354	3223	3308	5501	4934	6085
gene:YHR039C-A	VIII;VIII	187173;187677	187514;187679	-;-	345	3668	3507	997	1991	3188	2861
gene:YHR040W	VIII	187924	189024	+	1101	455	217	198	793	636	647
gene:YHR041C	VIII;VIII	189131;189851	189749;189864	-;-	633	237	312	409	695	715	569
gene:YHR042W	VIII	190543	192618	+	2076	6607	4885	6153	9697	7547	10705
gene:YHR043C	VIII	192805	193545	-	741	299	257	172	288	242	304
gene:YHR044C	VIII	194068	194808	-	741	260	269	192	298	309	362
gene:YHR045W	VIII	195551	197233	+	1683	2080	1368	1153	1609	1458	1750
gene:YHR046C	VIII	197398	198285	-	888	651	283	279	982	904	816
gene:YHR047C	VIII	198740	201310	-	2571	5588	3864	2751	4180	4116	4578
gene:YHR048W	VIII	204607	206151	+	1545	519	479	612	1287	874	771
gene:YHR049W	VIII	206462	207193	+	732	3821	1587	1457	11531	10921	9361
gene:YHR049C-A	VIII	207234	207530	-	297	42	42	19	31	26	27
gene:YHR050W	VIII	207654	209303	+	1650	4295	5349	4665	5963	6613	5924
gene:YHR050W-A	VIII	209475	209645	+	171	651	674	330	482	524	472
gene:YHR051W	VIII	209705	210151	+	447	3202	3178	2217	2731	4172	3074
gene:YHR052W	VIII	210848	211978	+	1131	11282	3054	1818	8894	9956	11647
gene:RUF5-1	VIII	212409	213118	+	710	6	0	0	0	0	0
gene:YHR052W-A	VIII	212510	212704	+	195	0	0	0	0	0	0
gene:YHR053C	VIII	212535	212720	-	186	496	1289	288	258	495	348
gene:YHR054C	VIII	213185	214249	-	1065	181	118	120	96	88	133
gene:RUF5-2	VIII	214407	215116	+	710	1	2	0	2	0	3
gene:YHR054W-A	VIII	214508	214702	+	195	0	0	0	0	0	0
gene:YHR055C	VIII	214533	214718	-	186	771	2561	408	509	777	536
gene:YHR056C	VIII	215183	217834	-	2652	2816	1796	1968	2026	1693	2470
gene:YHR056W-A	VIII	217406	217840	+	435	6	9	13	14	11	23
gene:YHR057C	VIII	218226	218843	-	618	2017	1650	1591	1377	1369	1448
gene:YHR058C	VIII	218997	219884	-	888	1272	809	827	1475	1268	1506
gene:YHR059W	VIII	220108	220500	+	393	551	478	174	486	610	580
gene:YHR060W	VIII	220725	221270	+	546	1059	665	94	302	395	489
gene:YHR061C	VIII	221534	222478	-	945	931	1059	774	744	657	784
gene:YHR062C	VIII	222877	223758	-	882	1233	769	471	2055	2320	2193
gene:YHR063C	VIII	224030	225169	-	1140	3654	1503	999	3695	3632	4264
gene:YHR063W-A	VIII	225442	225777	+	336	1	5	2	2	3	0
gene:YHR064C	VIII	225525	227141	-	1617	19507	8135	6602	24698	26515	27713
gene:YHR065C	VIII	227532	229037	-	1506	3452	836	814	4666	4299	5081
gene:YHR066W	VIII	229335	230696	+	1362	5816	1719	1122	4645	4640	5583
gene:YHR067W	VIII	230970	231812	+	843	923	735	558	982	817	901
gene:YHR068W	VIII	232133	233296	+	1164	5552	2249	1827	8877	8344	8679
gene:YHR069C	VIII	233579	234658	-	1080	3378	1895	1455	4364	4101	4831
gene:YHR069C-A	VIII	234874	235236	-	363	48	68	107	57	25	47
gene:YHR070W	VIII	234881	236380	+	1500	2015	956	1132	3358	2726	3672
gene:YHR070C-A	VIII	236102	236512	-	411	10	7	8	2	5	1
gene:YHR071W	VIII	237004	237693	+	690	10780	7102	6533	15023	13418	14440
gene:tF(GAA)H1	VIII;VIII	237848;237903	237883;237939	-;-	73	0	1	0	3	0	0
gene:YHR071C-A	VIII	238910	239230	-	321	7	18	8	23	21	25
gene:YHR072W	VIII	239098	241293	+	2196	3502	2250	2491	5190	4760	5799
gene:YHR072W-A	VIII	241664	241840	+	177	2035	2781	1073	5510	6998	4388
gene:YHR073W	VIII	242582	245572	+	2991	8167	5297	4901	6268	5182	7025
gene:YHR073W-A	VIII	242868	243044	+	177	0	0	0	0	0	0
gene:YHR073C-B	VIII	245422	245502	-	81	4	8	5	11	1	0
gene:YHR074W	VIII	246193	248337	+	2145	5273	4944	5009	5475	5127	5926
gene:YHR075C	VIII	248439	249641	-	1203	1639	1595	778	946	942	913
gene:YHR076W	VIII;VIII	251101;251249	251155;252225	+;+	1032	1890	1641	796	1198	1434	1553
gene:YHR077C	VIII;VIII	252374;255751	255637;255756	-;-	3270	8299	3635	3449	5669	4698	5808
gene:YHR078W	VIII	256360	258018	+	1659	2810	2430	1945	2345	2162	2309
gene:YHR079C	VIII	258244	261591	-	3348	6250	4062	4531	4577	4114	5319
gene:YHR079C-A	VIII;VIII	262192;262441	262354;262553	-;-	276	1661	1817	192	396	289	243
gene:YHR080C	VIII	262801	266838	-	4038	9538	7121	8913	4268	3750	5263
gene:YHR081W	VIII	267538	268092	+	555	669	442	251	646	545	679
gene:YHR082C	VIII	268459	271548	-	3090	29829	19649	17726	8781	8101	10229
gene:YHR083W	VIII	272627	273616	+	990	1312	1401	994	1365	1391	1350
gene:YHR084W	VIII	274174	276240	+	2067	2913	1468	1175	1793	1832	2253
gene:YHR085W	VIII	276764	277768	+	1005	1821	554	313	1516	1825	1880
gene:YHR086W	VIII	278153	279724	+	1572	3660	3400	3708	2635	2498	3514
gene:YHR086W-A	VIII	280231	280392	+	162	1	2	3	0	3	1
gene:YHR087W	VIII	280820	281155	+	336	6930	15823	10550	4434	5564	4576
gene:YHR088W	VIII	281495	282382	+	888	2404	640	394	2659	2521	2748
gene:YHR089C	VIII	282681	283298	-	618	1148	362	358	3101	2581	2873
gene:YHR090C	VIII	283777	284625	-	849	2859	1648	900	1421	1574	1681
gene:YHR091C	VIII	284839	286770	-	1932	2290	1752	1578	1731	1260	1699
gene:YHR092C	VIII	287081	288811	-	1731	573	354	402	4864	4480	6694
gene:YHR093W	VIII	289142	289690	+	549	0	0	1	3	0	0
gene:YHR094C	VIII	290913	292625	-	1713	108	111	135	329	353	523
gene:YHR095W	VIII	292943	293437	+	495	12	8	2	12	18	19
gene:YHR096C	VIII	294669	296447	-	1779	74478	102761	110812	41189	42146	43948
gene:YHR097C	VIII;VIII	297385;298485	298360;298609	-;-	1101	7483	6217	5171	4566	4506	5306
gene:YHR098C	VIII	299145	301934	-	2790	5512	3858	4129	5734	5370	6804
gene:YHR099W	VIII	302761	313995	+	11235	33854	21928	31320	23691	18568	25013
gene:YHR100C	VIII	314116	314673	-	558	727	616	406	1035	1132	1049
gene:YHR101C	VIII;VIII	314874;315859	315771;315968	-;-	1008	1799	1444	1064	864	775	925
gene:YHR102W	VIII	316572	319814	+	3243	9039	4693	5106	5627	4603	5695
gene:YHR103W	VIII	320414	322972	+	2559	8940	5635	5203	4915	4514	5574
gene:YHR104W	VIII	323409	324392	+	984	9085	12777	10550	4583	4844	5214
gene:YHR105W	VIII	324766	325410	+	645	826	758	870	720	530	716
gene:YHR106W	VIII	325598	326626	+	1029	2028	2756	1856	1022	1082	1250
gene:YHR107C	VIII	326813	328036	-	1224	4476	2640	1392	3763	4485	4369
gene:YHR108W	VIII	328303	330060	+	1758	6170	4069	3922	5068	4697	5754
gene:YHR109W	VIII	330310	332067	+	1758	1336	1055	985	890	840	1075
gene:YHR110W	VIII	332282	332920	+	639	3962	5146	2702	2222	2293	2270
gene:YHR111W	VIII	333072	334394	+	1323	1859	1221	1139	1664	1534	1958
gene:YHR112C	VIII	334527	335663	-	1137	5585	3952	2515	3468	2959	3297
gene:YHR113W	VIII	336337	337809	+	1473	5423	5066	5223	5240	5011	5520
gene:YHR114W	VIII	338083	339984	+	1902	3121	1805	2045	2343	1919	2445
gene:YHR115C	VIII	340109	341359	-	1251	2635	2254	1685	3215	2972	3219
gene:YHR116W	VIII	341665	342120	+	456	1197	1284	731	606	717	518
gene:YHR117W	VIII	342349	344268	+	1920	1932	1406	1563	1324	1280	1374
gene:YHR118C	VIII	344321	345628	-	1308	1734	818	573	1484	1281	1529
gene:YHR119W	VIII	346043	349285	+	3243	8147	4593	3686	4862	3884	5128
gene:YHR120W	VIII	349574	352453	+	2880	1536	859	994	1095	1000	1311
gene:YHR121W	VIII	352756	353319	+	564	1111	754	256	727	768	749
gene:YHR122W	VIII	353625	354320	+	696	1213	975	731	1907	2216	2053
gene:YHR123W	VIII;VIII	354815;354956	354864;356081	+;+	1176	1001	961	753	1136	1122	1142
gene:YHR124W	VIII	356561	358444	+	1884	9136	5492	2983	1871	1449	1165
gene:tF(GAA)H2	VIII;VIII	358478;358533	358513;358569	-;-	73	1	2	0	1	0	1
gene:YHR125W	VIII	358858	359163	+	306	4	3	0	3	0	2
gene:YHR126C	VIII	359702	360181	-	480	1299	892	241	1732	2129	1255
gene:YHR127W	VIII	360913	361644	+	732	956	710	443	836	916	825
gene:YHR128W	VIII	362115	362765	+	651	1968	1434	1045	3798	5091	4104
gene:YHR129C	VIII	362999	364153	-	1155	809	522	456	397	402	522
gene:YHR130C	VIII	364965	365300	-	336	208	129	94	99	90	102
gene:YHR131C	VIII	365340	367892	-	2553	3535	2192	2608	2538	1975	2461
gene:YHR131W-A	VIII	367747	367992	+	246	0	6	0	1	2	5
gene:YHR132C	VIII	368502	369794	-	1293	4481	4172	3839	4830	4857	5056
gene:YHR132W-A	VIII	370054	370449	+	396	3042	5103	2343	2172	2190	1865
gene:YHR133C	VIII	370722	371597	-	876	996	1129	621	1357	1449	1463
gene:YHR134W	VIII	371749	372558	+	810	632	461	261	532	448	619
gene:YHR135C	VIII	372694	374310	-	1617	3393	2518	2527	2314	2073	2714
gene:YHR136C	VIII	374654	375100	-	447	138	135	130	393	509	439
gene:YHR137W	VIII	375709	377250	+	1542	26992	25811	10775	6569	5188	4462
gene:YHR137C-A	VIII	375738	376388	-	651	38	30	9	5	14	18
gene:YHR138C	VIII	377355	377699	-	345	5491	9915	3558	4742	4839	5406
gene:YHR139C	VIII	378219	379199	-	981	43103	64939	36564	11324	12347	14079
gene:YHR139C-A	VIII	380108	380419	-	312	25	33	28	21	14	18
gene:YHR140W	VIII	380572	381291	+	720	240	784	434	198	208	181
gene:snR32	VIII	381540	381727	+	188	1019	342	1439	294	395	267
gene:YHR141C	VIII;VIII	381990;382748	382306;382751	-;-	321	2656	2784	1913	5634	9161	5808
gene:YHR142W	VIII	383538	384488	+	951	1164	1433	1027	2171	2575	2291
gene:YHR143W	VIII	385510	386487	+	978	1289	1419	2025	1285	1437	1869
gene:YHR143W-A	VIII	387233	387445	+	213	709	664	226	1696	1842	1344
gene:YHR144C	VIII	387788	388726	-	939	375	215	145	564	499	630
gene:tP(UGG)H	VIII;VIII	388893;388960	388928;388995	-;-	72	2	0	4	0	0	0
gene:YHR145C	VIII	388981	389337	-	357	49	41	13	43	29	24
gene:YHR146W	VIII	390300	391697	+	1398	11895	7113	3655	4240	4606	4636
gene:YHR147C	VIII	392639	393283	-	645	723	942	416	781	830	927
gene:YHR148W	VIII	393534	394085	+	552	1281	518	325	1927	2396	2486
gene:YHR149C	VIII	394455	396659	-	2205	2485	936	964	1841	1547	2093
gene:YHR150W	VIII	397251	398990	+	1740	6598	4888	3116	3046	2770	3142
gene:YHR151C	VIII	399268	400848	-	1581	3464	3471	3224	2963	2654	2748
gene:YHR152W	VIII	401434	401955	+	522	3369	2151	458	729	739	757
gene:YHR153C	VIII	402086	402682	-	597	891	1073	543	190	243	136
gene:YHR154W	VIII	402966	406178	+	3213	2059	1190	860	572	645	860
gene:YHR155W	VIII	407103	410789	+	3687	7966	5547	5696	4864	4109	5315
gene:snR71	VIII	411228	411317	+	90	25	46	67	79	98	69
gene:YHR156C	VIII	411384	412406	-	1023	1637	896	365	571	501	597
gene:YHR157W	VIII	412907	413455	+	549	683	920	341	184	223	158
gene:YHR158C	VIII	413685	417179	-	3495	6239	3881	2487	2318	2390	3000
gene:YHR159W	VIII	417549	419063	+	1515	1223	1122	1058	667	596	848
gene:YHR160C	VIII	419221	420072	-	852	1229	1465	868	409	437	446
gene:YHR161C	VIII	420373	422286	-	1914	5787	4504	4058	4014	3576	3622
gene:YHR162W	VIII	423072	423461	+	390	4005	3743	2156	12357	15624	10314
gene:YHR163W	VIII	423724	424473	+	750	1922	1653	1355	3316	2937	3058
gene:YHR164C	VIII	424610	429178	-	4569	3670	2273	2453	2072	1690	2069
gene:YHR165C	VIII	429707	436948	-	7242	20378	11670	15926	18742	14964	19229
gene:YHR165W-A	VIII	436647	436958	+	312	1	0	0	0	1	2
gene:YHR166C	VIII	437170	439050	-	1881	2198	1366	985	1276	1047	1208
gene:YHR167W	VIII	439342	440127	+	786	996	601	365	615	757	713
gene:YHR168W	VIII	440377	441933	+	1557	678	638	508	693	622	659
gene:YHR169W	VIII	442181	443476	+	1296	3120	1047	734	3895	3664	3881
gene:YHR170W	VIII	443828	445384	+	1557	9703	3577	2769	14144	13272	15616
gene:YHR171W	VIII	445713	447605	+	1893	4425	4273	4106	1614	1457	1833
gene:YHR172W	VIII	448335	450806	+	2472	2832	1855	1488	1100	927	1188
gene:YHR173C	VIII	450815	451153	-	339	1	0	0	3	6	9
gene:YHR174W	VIII	451327	452640	+	1314	30737	52552	75786	56322	65095	73452
gene:YHR175W	VIII	452872	453441	+	570	1164	2059	1946	1890	2032	1903
gene:YHR175W-A	VIII	453558	453707	+	150	269	540	380	474	516	462
gene:YHR176W	VIII	454229	455527	+	1299	4204	2279	2528	2341	2068	2315
gene:YHR177W	VIII	456591	457952	+	1362	527	387	375	298	245	324
gene:YHR178W	VIII	459299	461530	+	2232	1541	1260	1157	1119	976	1206
gene:YHR179W	VIII	462502	463704	+	1203	8001	3777	3779	21135	22231	18683
gene:YHR180W	VIII	465178	465669	+	492	268	276	128	175	190	151
gene:YHR180W-A	VIII	466932	467114	+	183	0	1	0	1	1	0
gene:YHR180C-B	VIII	466958	467062	-	105	20	10	13	15	22	12
gene:tT(UGU)H	VIII	466990	467061	+	72	0	0	0	0	0	0
gene:YHR181W	VIII	467228	467914	+	687	833	1340	792	1215	1305	1045
gene:YHR182W	VIII	468219	470576	+	2358	3346	1873	1818	1914	1670	2116
gene:YHR182C-A	VIII	470939	471412	-	474	82	37	21	39	27	20
gene:YHR183W	VIII	470960	472429	+	1470	6405	6489	4369	10006	11481	8793
gene:YHR184W	VIII	472744	474459	+	1716	11202	5095	2216	2144	1627	1271
gene:YHR185C	VIII	474627	475340	-	714	4317	2975	751	864	837	511
gene:tV(CAC)H	VIII	475706	475778	-	73	1	2	2	0	2	6
gene:YHR186C	VIII	475999	480672	-	4674	7773	4510	5451	5703	4928	6020
gene:YHR187W	VIII	480990	481919	+	930	2030	1612	969	2017	1813	2176
gene:YHR188C	VIII	482005	483837	-	1833	3303	3530	3614	2946	3007	3678
gene:YHR189W	VIII	484028	484600	+	573	354	349	303	357	366	392
gene:YHR190W	VIII	484845	486179	+	1335	7612	7870	7086	5422	5806	6876
gene:YHR191C	VIII	486230	486631	-	402	147	122	59	165	105	124
gene:YHR192W	VIII	486826	487662	+	837	1714	1139	548	833	870	962
gene:YHR193C	VIII	487712	488236	-	525	10120	7483	6230	9170	11547	10653
gene:YHR193C-A	VIII	488653	489027	-	375	26	47	38	48	58	64
gene:YHR194W	VIII	488657	490396	+	1740	1571	1681	1797	1539	1386	1513
gene:YHR195W	VIII	490747	491712	+	966	4295	4004	2662	2570	2586	2936
